office_name,website,root_domain,gemeente,plaats,provincie,aanbod_url,aanbod_url_quality,confidence,needs_review,source_adapter,score,status,review_reason,evidence
Van den Hurk Makelaars,http://www.vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,Laarbeek,Laarbeek,Noord-Brabant,http://www.vandenhurkmakelaars.nl/aanbod/woningaanbod/beek-en-donk/koop/huis-9330646-Hugo-Thijssensplein-1,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Helvoort Makelaardij o.z. B.V.,https://vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,Laarbeek,Laarbeek,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://vanhelvoortmakelaardij.nl/aanbod,https://vanhelvoortmakelaardij.nl/woningaanbod,https://vanhelvoortmakelaardij.nl/koopwoningen"
Broeckx makelaars,http://www.woonplezier.nl,woonplezier.nl,Laarbeek,Laarbeek,Noord-Brabant,http://www.woonplezier.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
EEF Makelaars,http://www.eefmakelaars.nl,eefmakelaars.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,http://www.eefmakelaars.nl/woningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,https://www.hansjanssen.nl/makelaars/verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Hermens Vastgoed Advisering,http://www.hermensvastgoed.nl,hermensvastgoed.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,,missing,0.65,true,seed,20,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=vastgoed | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.hermensvastgoed.nl/aanbod,http://www.hermensvastgoed.nl/woningaanbod,http://www.hermensvastgoed.nl/koopwoningen"
Jilisen Makelaardij B.V.,http://www.jilisenmakelaardij.nl,jilisenmakelaardij.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,http://www.jilisenmakelaardij.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kolmeijer Land van Cuijk,https://kolmeijercuijk.nl,kolmeijercuijk.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,,missing,0.65,true,seed,30,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://kolmeijercuijk.nl/aanbod,https://kolmeijercuijk.nl/woningaanbod,https://kolmeijercuijk.nl/koopwoningen"
Leenaers Makelaardij,http://www.leenaersmakelaardij.nl,leenaersmakelaardij.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,https://www.leenaersmakelaardij.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaardij Martijn Willems,http://www.makelaarmartijnwillems.nl,makelaarmartijnwillems.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.makelaarmartijnwillems.nl/aanbod,http://www.makelaarmartijnwillems.nl/woningaanbod,http://www.makelaarmartijnwillems.nl/koopwoningen"
MVS makelaardij Boxmeer,http://www.mvsmakelaardij.nl,mvsmakelaardij.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,https://www.mvsmakelaardij.nl/wonen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Smedema Makelaars & Taxateurs,http://www.smedema.nl,smedema.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,http://www.smedema.nl/aanbod/woningaanbod/bergen-l/koop/huis-10073414-Aijen-8,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaardij Twan Poels,http://www.twanpoels.nl,twanpoels.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,https://www.twanpoels.nl/nieuwbouw,suspect,0.65,true,seed,40,suspect,suspect koopaanbod_url: missing listing signal; missing listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal"
VIND Makelaardij B.V.,https://www.vindmakelaardij.nl,vindmakelaardij.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,https://www.vindmakelaardij.nl/aanbod/vrijstaande-woning-ringoven-28-overloon,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Vrijdag & De Bekker makelaardij en hypotheekwinkel,http://www.vrijdag-debekker.nl,vrijdag-debekker.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,http://www.vrijdag-debekker.nl/aanbod/woningaanbod/boxmeer/koop/huis-10226692-Adriaen-Brouwerstraat-15,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Elly Wintjes Makelaardij,http://www.wintjesmakelaardij.nl,wintjesmakelaardij.nl,Land van Cuijk,Land Van Cuijk,Noord-Brabant,http://www.wintjesmakelaardij.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaardij Bertens B.V.,http://www.makelaardijbertens.nl,makelaardijbertens.nl,Loon op Zand,Loon Op Zand,Noord-Brabant,http://www.makelaardijbertens.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-10154338-Hoge-Steenweg-130,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,Maashorst,Landerd,Noord-Brabant,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Bernheze Makelaars & Adviseurs B.V.,http://www.bernheze.nl,bernheze.nl,Maashorst,Landerd,Noord-Brabant,http://www.bernheze.nl/aanbod/wonen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,Maashorst,Landerd,Noord-Brabant,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,Maashorst,Landerd,Noord-Brabant,https://www.hansjanssen.nl/makelaars/verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,Maashorst,Landerd,Noord-Brabant,https://www.krabben.nl/wonen/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Petterson Makelaardij & Taxaties o.g.,http://www.petterson.nl,petterson.nl,Maashorst,Landerd,Noord-Brabant,http://www.petterson.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,60,suspect,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,Maashorst,Landerd,Noord-Brabant,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,0.85,false,seed,60,suspect,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,Maashorst,Landerd,Noord-Brabant,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van de Ven Garantiemakelaars,http://www.vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,Maashorst,Landerd,Noord-Brabant,http://www.vandevengarantiemakelaars.nl/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaardij Ton van Lanen & Partner,http://www.vanlanen.nl,vanlanen.nl,Maashorst,Landerd,Noord-Brabant,http://www.vanlanen.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Lanen Woning- en Bedrijfsmakelaardij B.V.,http://www.vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,Maashorst,Landerd,Noord-Brabant,http://www.vanlanenmakelaardij.nl/woningaanbod/koop/uden/bosschebaan-64-uden,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
De Koning Makelaardij B.V.,http://www.dekoningmakelaardij.nl,dekoningmakelaardij.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.dekoningmakelaardij.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Meierijstad Makelaardij,http://www.demakelaarvanhier.nl,demakelaarvanhier.nl,Meierijstad,Meierijstad,Noord-Brabant,https://demakelaarvanhier.nl/aanbod/koop-woning,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
De Plaatselijke Makelaar Rob van de Laar B.V.,https://www.dpmrobvandelaar.nl,dpmrobvandelaar.nl,Meierijstad,Meierijstad,Noord-Brabant,https://www.dpmrobvandelaar.nl/stille-verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Dragt Makelaars o.g.,http://www.dragtmakelaars.nl,dragtmakelaars.nl,Meierijstad,Meierijstad,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.dragtmakelaars.nl/aanbod,http://www.dragtmakelaars.nl/woningaanbod,http://www.dragtmakelaars.nl/koopwoningen"
Ketelaars Van Zutphen Makelaardij,http://www.ketelaarsvanzutphen.nl,ketelaarsvanzutphen.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.ketelaarsvanzutphen.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Korsten Makelaardij b.v.,http://www.korsten.nl,korsten.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.korsten.nl/aanbod/woningaanbod/veghel/koop/huis-9042872-Binnenveld-4,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,Meierijstad,Meierijstad,Noord-Brabant,https://www.krabben.nl/wonen/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Leenders Makelaardij,http://www.leendersmakelaardij.nl,leendersmakelaardij.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.leendersmakelaardij.nl/aanbod/woningaanbod/erp/koop/huis-10242176-Hezelstraat-3,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaardij OLAV,http://www.makelaardijolav.nl,makelaardijolav.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.makelaardijolav.nl/zoek-in-ons-aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Raadhage Makelaardij,http://www.raadhage.nl,raadhage.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.raadhage.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Statig Wonen makelaars,http://www.statigwonen.nl,statigwonen.nl,Meierijstad,Meierijstad,Noord-Brabant,https://www.statigwonen.nl/stille-verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Trieling & Jacobs woning- en bedrijfsmakelaars,http://www.trielingjacobs.nl,trielingjacobs.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.trielingjacobs.nl/aanbod/woningaanbod/helmond/koop/huis-10205650-Malaxisbeek-8,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaardij o.g. Van den Berg,http://www.vandenbergmakelaardij.nl,vandenbergmakelaardij.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.vandenbergmakelaardij.nl/woningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van den Hurk Makelaars,http://www.vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.vandenhurkmakelaars.nl/aanbod/woningaanbod/beek-en-donk/koop/huis-9330646-Hugo-Thijssensplein-1,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,Meierijstad,Meierijstad,Noord-Brabant,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
ZoDus Makelaars,https://www.zodus.nl,zodus.nl,Meierijstad,Meierijstad,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.zodus.nl/aanbod,https://www.zodus.nl/woningaanbod,https://www.zodus.nl/koopwoningen"
Advema B.V.,http://www.advema.nl,advema.nl,Moerdijk,Moerdijk,Noord-Brabant,,missing,0.65,true,seed,20,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.advema.nl/aanbod,http://www.advema.nl/woningaanbod,http://www.advema.nl/koopwoningen"
Bon Makelaardij B.V.,http://www.bonmakelaardij.nl,bonmakelaardij.nl,Moerdijk,Moerdijk,Noord-Brabant,http://www.bonmakelaardij.nl/aanbod/woningaanbod/zevenbergen/koop/huis-10282264-Hoefbladstraat-6,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Hoogdalem Makelaardij,http://www.hoogdalem-makelaardij.nl,hoogdalem-makelaardij.nl,Moerdijk,Moerdijk,Noord-Brabant,http://www.hoogdalem-makelaardij.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
MarQuis Makelaars & taxateurs,http://www.marquis.nl,marquis.nl,Moerdijk,Moerdijk,Noord-Brabant,http://www.marquis.nl/nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Overwater Rentmeesterskantoor,https://www.ovtr.nl,ovtr.nl,Moerdijk,Moerdijk,Noord-Brabant,https://www.ovtr.nl/aanbod-objecten,valid,0.85,false,seed,70,valid,contains listing signal,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Van Wensen Makelaars B.V.,http://www.vanwensenmakelaars.nl,vanwensenmakelaars.nl,Moerdijk,Moerdijk,Noord-Brabant,http://www.vanwensenmakelaars.nl/aanbod/woningaanbod/rotterdam/koop/huis-10367727-Bommelerwaard-8,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Waltmann Bedrijfshuisvesting,https://www.waltmann.nu,waltmann.nu,Moerdijk,Moerdijk,Noord-Brabant,https://www.waltmann.nu/aanbod/beleggingsobjecten,valid,0.85,false,seed,40,suspect,contains listing signal,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Woonschuijt Makelaars,http://www.woonschuijt.nl,woonschuijt.nl,Moerdijk,Moerdijk,Noord-Brabant,http://www.woonschuijt.nl/wonen/diensten/huis-verkopen,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',"website_exists=true | makelaar_signals=makelaar,wonen | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten'"
Hoogveldt Makelaardij,https://hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,"Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://hoogveldtmakelaardij.nl/aanbod,https://hoogveldtmakelaardij.nl/woningaanbod,https://hoogveldtmakelaardij.nl/koopwoningen"
KJB Makelaardij,http://www.kjbmakelaardij.nl,kjbmakelaardij.nl,"Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,Noord-Brabant,http://www.kjbmakelaardij.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaarsplein,http://www.makelaarsplein.com,makelaarsplein.com,"Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,Noord-Brabant,http://www.makelaarsplein.com/aanbod/woningaanbod/eindhoven/koop/huis-10094784-Tongelresestraat-4F,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Metselaars Makelaardij b.v.,http://www.metselaarsmakelaardij.nl,metselaarsmakelaardij.nl,"Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,Noord-Brabant,https://metselaarsmakelaardij.nl/nl/stille-verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van den Buijs Garantiemakelaars,http://www.vandenbuijsmakelaars.nl,vandenbuijsmakelaars.nl,"Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,Noord-Brabant,http://www.vandenbuijsmakelaars.nl/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Santvoort Makelaars B.V.,http://www.vansantvoort.nl,vansantvoort.nl,"Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,Noord-Brabant,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,"Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,Noord-Brabant,https://vantuijl-makelaardij.nl/woning-kopen,suspect,0.65,true,seed,40,suspect,suspect koopaanbod_url: missing listing signal; missing listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal"
Vollenbroek B.V.,http://www.vollenbroekbv.com,vollenbroekbv.com,"Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,Noord-Brabant,,missing,0.65,true,seed,20,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.vollenbroekbv.com/aanbod,http://www.vollenbroekbv.com/woningaanbod,http://www.vollenbroekbv.com/koopwoningen"
Van Roon Makelaardij & Taxaties B.V.,http://www.vrmt.nl,vrmt.nl,"Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,Noord-Brabant,http://www.vrmt.nl/aanbod/woningaanbod/son-en-breugel/koop/huis-10201980-Kanaaldijk-Noord-16,valid,0.85,false,seed,60,suspect,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Quinten Vastgoed,https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding,funda.nl,Oirschot,Oirschot,Noord-Brabant,https://www.funda.nl/makelaarsmatch,suspect,0.65,true,seed,10,missing,suspect koopaanbod_url: missing listing signal; missing listing signal,"website_exists=true | makelaar_signals=makelaar,vastgoed,koop | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal"
Gast Makelaardij o.g. en Assurantien,http://www.gastmakelaardij.nl,gastmakelaardij.nl,Oirschot,Oirschot,Noord-Brabant,https://www.gastmakelaardij.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Gijs Claassen Vastgoed advies,https://www.gijsclaassen.nl,gijsclaassen.nl,Oirschot,Oirschot,Noord-Brabant,https://www.gijsclaassen.nl,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: missing listing signal; missing listing signal,website_exists=true | makelaar_signals=vastgoed | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal
HuisMarct Makelaars,https://www.huismarct.nl,huismarct.nl,Oirschot,Oirschot,Noord-Brabant,https://www.huismarct.nl/aanbod/twee-onder-een-kapwoning-lubberstraat-0ong-oirschot-2,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Lelieveld Makelaardij Oirschot,http://www.lelieveldmakelaardij.nl,lelieveldmakelaardij.nl,Oirschot,Oirschot,Noord-Brabant,https://www.lelieveldmakelaardij.nl/aanbod/twee-onder-een-kapwoning-van-de-pollstraat-3-vught,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van de Meerendonk Makelaars- & Hypotheekkantoor BV,http://www.vandemeerendonkmakelaars.nl,vandemeerendonkmakelaars.nl,Oirschot,Oirschot,Noord-Brabant,http://www.vandemeerendonkmakelaars.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Appeldoorn van Erven Makelaars,http://www.appeldoornvanerven.nl,appeldoornvanerven.nl,Oisterwijk,Oisterwijk,Noord-Brabant,http://www.appeldoornvanerven.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
