office_name,website,domain,root_domain,koopaanbod_url,koopaanbod_url_quality,plaats,provincie,source_type,discovery_source,confidence,needs_review,review_reason,notes
Architectuurmakelaar,http://www.architectuurmakelaar.nl,architectuurmakelaar.nl,architectuurmakelaar.nl,http://www.architectuurmakelaar.nl/aanbod,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=12, koop=1, huur=0"
CVDA Makelaars en Taxateurs,https://www.cvda.nl,cvda.nl,cvda.nl,https://www.cvda.nl/aanbod/woningaanbod/tilburg/koop/huis-10291668-Besterdplein-2505,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=1"
David de Leeuw Bedrijfsmakelaar,http://www.daviddeleeuw.nl,daviddeleeuw.nl,daviddeleeuw.nl,http://www.daviddeleeuw.nl/aanbod/bedrijfsaanbod/tilburg/koop/bedrijf-848358-Jellinghausstraat-220,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=3, huur=0"
De Bont Makelaardij B.V.,http://www.debontmakelaardij.nl,debontmakelaardij.nl,debontmakelaardij.nl,http://www.debontmakelaardij.nl/MenuID/88734/Woning,suspect,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=18, koop=2, huur=1; suspect koopaanbod_url: missing listing signal"
Hans van Berkel Makelaardij,http://www.hansvanberkel.nl,hansvanberkel.nl,hansvanberkel.nl,http://www.hansvanberkel.nl/aanbod/woningaanbod/tilburg/koop/huis-10139642-Oude-Hilvarenbeekseweg-702,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=1"
Hart van Brabant Makelaardij B.V.,http://www.hartvanbrabantmakelaardij.nl,hartvanbrabantmakelaardij.nl,hartvanbrabantmakelaardij.nl,,missing,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Hendriks Makelaardij Tilburg,http://www.hendriks.nl,hendriks.nl,hendriks.nl,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.50)
Karin Meier Mattern Makelaars,http://www.kmm-makelaars.nl,kmm-makelaars.nl,kmm-makelaars.nl,https://kmm-makelaars.nl/aanbod,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=63, koop=2, huur=0"
Kern Makelaars Tilburg B.V.,http://www.kernmakelaars.nl,kernmakelaars.nl,kernmakelaars.nl,https://www.kernmakelaars.nl/aanbod/nu-in-verkoop,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=15, koop=2, huur=0"
KIN Makelaars Tilburg B.V.,http://www.kinmakelaars.nl,kinmakelaars.nl,kinmakelaars.nl,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=4, huur=3"
Lemmens Makelaardij B.V.,http://www.lemmens.nl,lemmens.nl,lemmens.nl,http://www.lemmens.nl/woningaanbod/koop/tilburg/valentijnstraat/20,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=3, koop=3, huur=0"
Lupker Makelaardij,http://www.lupkermakelaardij.nl,lupkermakelaardij.nl,lupkermakelaardij.nl,http://www.lupkermakelaardij.nl/aanbod/woningaanbod/tilburg/koop/huis-10219718-Niers-17,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
M&S powered bij HRS,http://www.hrs.nl,hrs.nl,hrs.nl,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=82, sin senales huur"
Makelaars- en Assurantiekantoor og bv J.H. Oldenkotte & Zn.,http://www.oldenkotte.com,oldenkotte.com,oldenkotte.com,http://www.oldenkotte.com/aanbod/woningaanbod/koop,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=206, koop=5, huur=1"
Mathilde Waslander Makelaardij,http://www.mwmakelaardij.nl,mwmakelaardij.nl,mwmakelaardij.nl,https://www.funda.nl/makelaars/tilburg/13157-mathilde-waslander-makelaardij/woningaanbod/koop/heel-nederland,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.50)
Tivoli Woningmakelaars B.V.,https://www.tivoliwoningmakelaars.nl,tivoliwoningmakelaars.nl,tivoliwoningmakelaars.nl,https://tivoliwoningmakelaars.nl/woningen,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=20, koop=2, huur=0"
Van de Water Makelaars Tilburg,http://www.vandewatergroep.nl,vandewatergroep.nl,vandewatergroep.nl,https://vandewatergroep.nl/nieuwbouw/project/zevenbergen-markant-verkoop-gestart-schrijf-je-nu-in,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=324, sin senales huur"
Van den Bosch Makelaars B.V.,https://www.vandenboschmakelaars.com,vandenboschmakelaars.com,vandenboschmakelaars.com,https://www.vandenboschmakelaars.com/diensten/verkoopmakelaar,suspect,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'diensten',mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: contains excluded token 'diensten'
Van Heeswijk Jansen Makelaars,http://www.hj-makelaars.nl,hj-makelaars.nl,hj-makelaars.nl,,missing,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
VMG Regio Tilburg B.V.,http://www.vmg-makelaars.nl,vmg-makelaars.nl,vmg-makelaars.nl,http://www.vmg-makelaars.nl/aanbod,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=28, sin senales huur"
AMB Makelaars,http://www.amb-makelaars.nl,amb-makelaars.nl,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,valid,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=159, koop=1, huur=0"
ATENZIJLSTRA Makelaars,http://www.atenzijlstra.nl,atenzijlstra.nl,atenzijlstra.nl,,missing,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Buro Kuiten B.V.,,,,,missing,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain
Buro t'sas Makelaardij o.g,http://www.tsas.nl,tsas.nl,tsas.nl,,missing,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Den Hollander Vastgoed Wonen B.V.,http://www.beterehuizen.nl,beterehuizen.nl,beterehuizen.nl,http://www.beterehuizen.nl/woningen/te-koop,valid,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=2, huur=1"
MATAX Makelaardij,http://www.matax.nl,matax.nl,matax.nl,,missing,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
VALKS Makelaars,https://www.valksbedrijfsmakelaars.nl,valksbedrijfsmakelaars.nl,valksbedrijfsmakelaars.nl,https://www.valksbedrijfsmakelaars.nl/aanbod,valid,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=0.72)
Viermakelaars,http://www.viermakelaars.nl,viermakelaars.nl,viermakelaars.nl,https://www.viermakelaars.nl/woningaanbod,valid,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=64, koop=2, huur=0"
Elias Makelaars,https://www.eliasmakelaars.nl,eliasmakelaars.nl,eliasmakelaars.nl,,missing,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Irene van Aken Makelaardij,http://www.vanakenmakelaardij.nl,vanakenmakelaardij.nl,vanakenmakelaardij.nl,,missing,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Lever Makelaardij o.g. B.V.,http://www.levermakelaardij.nl,levermakelaardij.nl,levermakelaardij.nl,https://www.levermakelaardij.nl/stille-verkoop-eindhoven,valid,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58)
Van Engelen de Wilde Makelaars,https://www.vanengelendewilde.nl,vanengelendewilde.nl,vanengelendewilde.nl,https://www.vanengelendewilde.nl/woningaanbod-eindhoven/appartement-smelen-3-veldhoven,valid,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=1"
Verhagen Makelaars,http://www.verhagenmakelaars.nl,verhagenmakelaars.nl,verhagenmakelaars.nl,http://www.verhagenmakelaars.nl/aanbod/woningaanbod/valkenswaard/koop/huis-10238232-Norbertusdreef-57,valid,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=5, huur=0"
Vos Makelaars,http://www.vosmakelaars.nl,vosmakelaars.nl,vosmakelaars.nl,http://www.vosmakelaars.nl/aanbod/woningaanbod/veldhoven/koop/huis-10300444-Dotterbeek-9,valid,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
AMB Makelaars Waalwijk,http://www.amb-makelaars.nl,amb-makelaars.nl,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=159, koop=1, huur=0"
Carre de Wit makelaardij,https://www.carredewit.nl,carredewit.nl,carredewit.nl,https://www.carredewit.nl/woningaanbod,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=61, koop=3, huur=1"
KIN Makelaars Waalwijk B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,kinmakelaars.nl,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=4, huur=3"
Remco Olden Lommers Makelaars,http://www.olden.nl,olden.nl,olden.nl,http://www.olden.nl/aanbod/woningaanbod,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2"
Staete Makelaars Waalwijk,http://www.staete.nl,staete.nl,staete.nl,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0"
Timmermans Makelaardij,http://www.timmermansmakelaardij.nl,timmermansmakelaardij.nl,timmermansmakelaardij.nl,http://www.timmermansmakelaardij.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-9926496-Sjerpstraat-1,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0"
Tivoli woningmakelaars,https://www.tivoliwoningmakelaars,tivoliwoningmakelaars,,,missing,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url; missing root_domain,home did not load; missing koopaanbod_url; missing root_domain
Van de Zande Makelaardij Waalwijk B.V.,http://www.zande.nl,zande.nl,zande.nl,http://www.zande.nl/woningaanbod,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=65, koop=3, huur=0"
Brabant Makelaardij,http://www.brabantmakelaardij.nl,brabantmakelaardij.nl,brabantmakelaardij.nl,https://www.brabantmakelaardij.nl/huis-verkopen-bergen-op-zoom,suspect,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: missing listing signal
DE VIERWINDEN MAKELAARDIJ B.V.,http://www.devierwindenmakelaardij.nl,devierwindenmakelaardij.nl,devierwindenmakelaardij.nl,https://www.devierwindenmakelaardij.nl/property/holleweg-187-bergen-op-zoom-612,suspect,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=2, koop=3, huur=0; suspect koopaanbod_url: missing listing signal"
Grosfeld makelaardij,,,,,missing,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain
Ilse Vastgoed,http://www.ilsevastgoed.nl,ilsevastgoed.nl,ilsevastgoed.nl,http://www.ilsevastgoed.nl/aanbod/woningaanbod/ossendrecht/koop/huis-10066866-Looipad-11,valid,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=0"
Maes Makelaars,http://www.maesgroep.nl,maesgroep.nl,maesgroep.nl,https://www.maesmakelaars.nl/woningen/te-koop,valid,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=12, koop=2, huur=0"
Viaons Makelaardij B.V.,http://www.viaons.nl,viaons.nl,viaons.nl,http://www.viaons.nl/aanbod/woningaanbod,valid,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=2"
Vink Makelaardij,http://www.vinkmakelaardij.com,vinkmakelaardij.com,vinkmakelaardij.com,http://www.vinkmakelaardij.com/woningen/beschikbaar,valid,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=13, koop=1, huur=0"
Content+ Eveline Janssens,https://www.contentplus.nl,contentplus.nl,contentplus.nl,https://contentplus.nl/woningaanbod?status%5B%5D=BESCHIKBAAR,valid,Zundert,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=32, koop=1, huur=1"
Van Hassel Makelaars o.g.,http://www.vanhasselmakelaars.nl,vanhasselmakelaars.nl,vanhasselmakelaars.nl,https://www.vanhasselmakelaars.nl/wonen/verkoop,valid,Zundert,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58)
