office_name,website,root_domain,raw_place,normalized_place,gemeente,plaats,place_status,place_review_reason,provincie,aanbod_url,aanbod_url_quality,aanbod_detection_method,aanbod_detection_score,aanbod_validation_reason,confidence,needs_review,source_adapter,source_origin,score,status,review_reason,rejection_reason,notes,osm_type,osm_id,osm_website,osm_contact_website,osm_city,osm_postcode,osm_phone,osm_contact_phone,osm_email,osm_contact_email,osm_lat,osm_lon,evidence
Digimakelaars.nl,http://www.digimakelaars.nl,digimakelaars.nl,Oss,Oss,Oss,Oss,current_gemeente,,Noord-Brabant,https://digimakelaars.nl/funda-verkoop-samen-actief,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Heuvel Makelaars,https://heuvelmakelaars.nl,heuvelmakelaars.nl,Oss,Oss,Oss,Oss,current_gemeente,,Noord-Brabant,https://heuvelmakelaars.nl/woningaanbod/koop/oss/verdistraat-148-oss,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Jansen & Van Tuijl Makelaars o.g.,http://www.jansen-vantuijl.nl,jansen-vantuijl.nl,Oss,Oss,Oss,Oss,current_gemeente,,Noord-Brabant,http://www.jansen-vantuijl.nl/aanbod/woningaanbod/oss/koop/huis-8457399-Bernhardlaan-43,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
KOMwonen,https://www.kom-wonen.nl,kom-wonen.nl,Oss,Oss,Oss,Oss,current_gemeente,,Noord-Brabant,https://www.kom-wonen.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,Oss,Oss,Oss,Oss,current_gemeente,,Noord-Brabant,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,60,suspect,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Krabben Makelaardij b.v.,http://www.krabben.nl,krabben.nl,Oss,Oss,Oss,Oss,current_gemeente,,Noord-Brabant,https://www.krabben.nl/wonen/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Kaam Makelaardij o.z.,http://www.vankaammakelaardij.nl,vankaammakelaardij.nl,Oss,Oss,Oss,Oss,current_gemeente,,Noord-Brabant,http://www.vankaammakelaardij.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Ben Straatman Makelaardij,http://www.benstraatman.nl,benstraatman.nl,Reusel De Mierden,Reusel-De Mierden,Reusel-De Mierden,Reusel De Mierden,alias,,Noord-Brabant,https://benstraatman.nl/vrijblijvend-verkoopadvies,suspect,existing_seed_url,25,contains excluded token 'verkoopadvies',0.65,true,seed,seed,20,missing,suspect koopaanbod_url: contains excluded token 'verkoopadvies'; contains excluded token 'verkoopadvies',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'verkoopadvies' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=25"
Lavrijsen Makelaardij,,,Reusel De Mierden,Reusel-De Mierden,Reusel-De Mierden,Reusel De Mierden,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,20,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,"website_exists=false | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0"
Marian Kemink Makelaardij,http://www.mariankemink.nl,mariankemink.nl,Reusel De Mierden,Reusel-De Mierden,Reusel-De Mierden,Reusel De Mierden,alias,,Noord-Brabant,http://www.mariankemink.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Nathalie van Gisbergen Lommers Makelaars,http://www.lommersmakelaars.nl,lommersmakelaars.nl,Reusel De Mierden,Reusel-De Mierden,Reusel-De Mierden,Reusel De Mierden,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.lommersmakelaars.nl/aanbod,http://www.lommersmakelaars.nl/woningaanbod,http://www.lommersmakelaars.nl/koopwoningen"
C&R Makelaars B.V.,https://www.crmakelaars.nl,crmakelaars.nl,Roosendaal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,,Noord-Brabant,https://www.crmakelaars.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
In de Roos Makelaardij B.V.,https://www.inderoosmakelaardij.nl,inderoosmakelaardij.nl,Roosendaal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.inderoosmakelaardij.nl/aanbod,https://www.inderoosmakelaardij.nl/woningaanbod,https://www.inderoosmakelaardij.nl/koopwoningen"
Johan uw makelaar,http://www.johanuwmakelaar.nl,johanuwmakelaar.nl,Roosendaal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,,Noord-Brabant,http://www.johanuwmakelaar.nl/aanbod/woningaanbod/roosendaal/koop/huis-10054302-Boomgaardstraat-1d,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Kees Buijsen Makelaars,https://www.buijsenmakelaars.nl,buijsenmakelaars.nl,Roosendaal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,,Noord-Brabant,https://www.buijsenmakelaars.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Lenaers Makelaardij,http://www.lenaers.nl,lenaers.nl,Roosendaal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,,Noord-Brabant,http://www.lenaers.nl/aanbod/bedrijfsaanbod/roosendaal/koop/bedrijf-874670-Bredaseweg-22,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Ludo van der Eijken Makelaardij o.g. B.V.,http://www.ludovandereijken.nl,ludovandereijken.nl,Roosendaal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,,Noord-Brabant,http://www.ludovandereijken.nl/woningen,valid,existing_seed_url,75,url contains listing signal 'woningen',0.85,false,seed,seed,90,valid,url contains listing signal 'woningen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'woningen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Noortje van der Maat Makelaardij,http://www.noortjevandermaat.nl,noortjevandermaat.nl,Roosendaal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,,Noord-Brabant,http://www.noortjevandermaat.nl/index.html,suspect,existing_seed_url,30,missing listing signal,0.65,true,seed,seed,40,suspect,suspect koopaanbod_url: missing listing signal; missing listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal | aanbod_detection_method=existing_seed_url | aanbod_detection_score=30"
SuijkerBuijk bedrijfs Onroerend Goed,http://www.cs-makelaars.nl,cs-makelaars.nl,Roosendaal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.cs-makelaars.nl/aanbod,http://www.cs-makelaars.nl/woningaanbod,http://www.cs-makelaars.nl/koopwoningen"
Vermunt Makelaardij B.V.,http://www.vermunt-makelaardij.nl,vermunt-makelaardij.nl,Roosendaal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.vermunt-makelaardij.nl/aanbod,http://www.vermunt-makelaardij.nl/woningaanbod,http://www.vermunt-makelaardij.nl/koopwoningen"
Van Hassel Makelaars o.g.,http://www.vanhasselmakelaars.nl,vanhasselmakelaars.nl,Rucphen,Rucphen,Rucphen,Rucphen,current_gemeente,,Noord-Brabant,https://www.vanhasselmakelaars.nl/wonen/verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Abelen Makelaars en Taxateurs b.v.,http://www.abelen.nl,abelen.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.abelen.nl/aanbod,http://www.abelen.nl/woningaanbod,http://www.abelen.nl/koopwoningen"
AMB Makelaars,http://www.amb-makelaars.nl,amb-makelaars.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,https://www.amb-makelaars.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Atenzijlstra Makelaars,http://www.atenzijlstra.nl,atenzijlstra.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.atenzijlstra.nl/aanbod,http://www.atenzijlstra.nl/woningaanbod,http://www.atenzijlstra.nl/koopwoningen"
Carré De Wit makelaardij,https://www.carredewit.nl,carredewit.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,https://www.carredewit.nl/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
De Huyzerij,http://www.dehuyzerij.nl,dehuyzerij.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,http://www.dehuyzerij.nl/aanbod/woningaanbod/'s-hertogenbosch/koop/huis-10187874-Uilenburg-32,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,80,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
de Koster Makelaars,http://www.dekostermakelaars.nl,dekostermakelaars.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,http://www.dekostermakelaars.nl/aanbod/woningaanbod/'s-hertogenbosch/koop/huis-10236410-Lange-Putstraat-35,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
DUX Real Estate B.V.,https://www.duxrealestate.nl,duxrealestate.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,https://duxrealestate.nl/aanbod/s-hertogenbosch/graaf-van-solmsweg-99-e-30,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75
GeWOON Makelaars,http://www.gewoonmakelaars.nl,gewoonmakelaars.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,http://www.gewoonmakelaars.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Hendriks Makelaardij 's-Hertogenbosch,http://www.hendriks.nl,hendriks.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Het Waare Huis,http://www.hetwaarehuis.nl,hetwaarehuis.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,https://www.hetwaarehuis.nl/nieuwbouw/nieuwbouw-de-beemden-groote-wielen-noord,suspect,existing_seed_url,30,missing listing signal,0.65,true,seed,seed,20,missing,suspect koopaanbod_url: missing listing signal; missing listing signal,,,,,,,,,,,,,,,website_exists=true | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal | aanbod_detection_method=existing_seed_url | aanbod_detection_score=30
HRS Wonen,https://www.hrs.nl,hrs.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=wonen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Kievit Makelaardij,http://www.kievitmakelaardij.com,kievitmakelaardij.com,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,https://www.kievitmakelaardij.com/stille-verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
NEXT Nieuwbouwmakelaars,https://www.nextnieuwbouwmakelaars.nl,nextnieuwbouwmakelaars.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.nextnieuwbouwmakelaars.nl/aanbod,https://www.nextnieuwbouwmakelaars.nl/woningaanbod,https://www.nextnieuwbouwmakelaars.nl/koopwoningen"
Otter Taxaties & Advies,https://www.ottertaxaties.nl,ottertaxaties.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,0,missing,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.ottertaxaties.nl/aanbod,https://www.ottertaxaties.nl/woningaanbod,https://www.ottertaxaties.nl/koopwoningen"
Overweel Makelaardij o.z.,http://www.overweelmakelaardij.nl,overweelmakelaardij.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,http://www.overweelmakelaardij.nl/aanbod/woningaanbod/den-dungen/koop/huis-10229750-Poeldonk-32A,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
RSP Taxaties & Vastgoedadvies B.V.,http://www.rsptaxaties.nl,rsptaxaties.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,,missing,browser_audit,0,no_candidate_found,0.65,true,seed,seed,0,missing,missing koopaanbod_url; no_candidate_found,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=vastgoed | aanbod_url_status=missing | aanbod_url_reason=no_candidate_found | aanbod_detection_method=browser_audit | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.rsptaxaties.nl/aanbod,http://www.rsptaxaties.nl/woningaanbod,http://www.rsptaxaties.nl/koopwoningen"
Staete Makelaars 's-Hertogenbosch,http://www.staete.nl,staete.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Stoffels Makelaardij B.V.,http://www.stoffelsmakelaardij.nl,stoffelsmakelaardij.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,http://www.stoffelsmakelaardij.nl/aanbod/woningaanbod/velddriel/koop/huis-10265314-Sint-Antoniusstraat-19a,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Stoof Taxaties,http://www.stoof.biz,stoof.biz,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,http://www.stoof.biz/aankoop_verwerving,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,40,suspect,url contains listing signal 'koop',,,,,,,,,,,,,,,website_exists=true | makelaar_signals=koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75
vb&t Makelaars Den Bosch,https://www.vbtmakelaars.nl,vbtmakelaars.nl,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,S Hertogenbosch,alias,,Noord-Brabant,https://www.vbtmakelaars.nl/aanbod-nieuwbouw-koopwoningen,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Romeynders Makelaardij B.V.,http://www.romeynders.nl,romeynders.nl,Sint Michielsgestel,Sint-Michielsgestel,Sint-Michielsgestel,Sint Michielsgestel,alias,,Noord-Brabant,http://www.romeynders.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Staete Makelaars De Meierij,http://www.staete.nl,staete.nl,Sint Michielsgestel,Sint-Michielsgestel,Sint-Michielsgestel,Sint Michielsgestel,alias,,Noord-Brabant,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Berkers Taxaties,https://www.berkerstaxaties.nl,berkerstaxaties.nl,Someren,Someren,Someren,Someren,current_gemeente,,Noord-Brabant,,missing,browser_audit,0,no_candidate_found,0.65,true,seed,seed,0,missing,missing koopaanbod_url; no_candidate_found,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=no_candidate_found | aanbod_detection_method=browser_audit | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.berkerstaxaties.nl/aanbod,https://www.berkerstaxaties.nl/woningaanbod,https://www.berkerstaxaties.nl/koopwoningen"
Beter Wonen makelaardij Helma de Corte,http://www.beterwonenmakelaardij.nl,beterwonenmakelaardij.nl,Someren,Someren,Someren,Someren,current_gemeente,,Noord-Brabant,http://www.beterwonenmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10304094-Peelkesakker-38,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Tulkens Makelaardij,http://www.tulkensmakelaardij.nl,tulkensmakelaardij.nl,Someren,Someren,Someren,Someren,current_gemeente,,Noord-Brabant,http://www.tulkensmakelaardij.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
